index,eigenvalue,cumulative,gap
0,3.5264267921447754,3.5264267921447754,0.026035547256469727
1,3.5003912448883057,7.02681827545166,0.13014602661132812
2,3.3702452182769775,10.397063255310059,0.07192397117614746
3,3.29832124710083,13.695384979248047,0.1432192325592041
4,3.155102014541626,16.850486755371094,0.06925439834594727
5,3.0858476161956787,19.93633460998535,0.0376436710357666
6,3.048203945159912,22.984539031982422,0.08646464347839355
7,2.9617393016815186,25.946277618408203,0.05725812911987305
8,2.9044811725616455,28.850759506225586,0.007238626480102539
9,2.897242546081543,31.748001098632812,0.03357839584350586
10,2.863664150238037,34.611663818359375,0.011678934097290039
11,2.851985216140747,37.46364974975586,0.026174068450927734
12,2.8258111476898193,40.289459228515625,0.008353233337402344
13,2.817457914352417,43.10691833496094,0.0232388973236084
14,2.7942190170288086,45.90113830566406,0.032295942306518555
15,2.76192307472229,48.663063049316406,0.017156600952148438
16,2.7447664737701416,51.40782928466797,0.034117937088012695
17,2.710648536682129,54.11847686767578,0.06704950332641602
18,2.643599033355713,56.76207733154297,0.015418291091918945
19,2.628180742263794,59.3902587890625,2.628180503845215
20,1.82278995453089e-07,59.3902587890625,3.053534669561486e-08
21,1.5174364875747415e-07,59.3902587890625,3.218218580514076e-09
22,1.4852543017696007e-07,59.3902587890625,4.4554724354384234e-09
23,1.4406995774152165e-07,59.3902587890625,5.266528546599147e-09
24,1.388034291949225e-07,59.3902587890625,1.3235776918918418e-08
25,1.2556765227600408e-07,59.3902587890625,2.286625999659009e-09
26,1.2328102627634507e-07,59.3902587890625,2.9765345743726357e-09
27,1.2030449170197244e-07,59.3902587890625,5.295817118167179e-10
28,1.1977490999015572e-07,59.3902587890625,2.344620497751748e-09
29,1.1743028949240397e-07,59.3902587890625,1.9877006707247347e-09
30,1.1544258882167924e-07,59.3902587890625,1.3716103808292246e-09
31,1.1407097844085001e-07,59.3902587890625,2.55440113505756e-10
32,1.1381553832734426e-07,59.3902587890625,6.362199655995937e-10
33,1.1317931836174466e-07,59.3902587890625,3.8147334180393955e-09
34,1.0936458494370527e-07,59.3902587890625,3.715427965289564e-10
35,1.0899304214717631e-07,59.3902587890625,7.228813103665743e-09
36,1.0176422904351057e-07,59.3902587890625,5.7706230904841505e-09
37,9.599360595302642e-08,59.3902587890625,5.778417744295439e-10
38,9.541576417859687e-08,59.3902587890625,1.898904145036795e-09
39,9.351686003356008e-08,59.3902587890625,5.679865466845513e-10
40,9.294887348687553e-08,59.3902587890625,2.5494770738987427e-09
41,9.039939641297678e-08,59.3902587890625,2.0586341520356655e-09
42,8.834076226094112e-08,59.3902587890625,2.03661443265446e-09
43,8.630414782828666e-08,59.3902587890625,4.909928463803226e-09
44,8.139421936448343e-08,59.3902587890625,1.5662493524359888e-10
45,8.123759442923983e-08,59.3902587890625,1.2630110290956509e-09
46,7.997458340014418e-08,59.3902587890625,4.080824567154195e-09
47,7.589375883298999e-08,59.3902587890625,3.214495336578693e-11
48,7.58616138796242e-08,59.3902587890625,3.1629667773813708e-09
49,7.269864710224283e-08,59.3902587890625,4.1514880422255374e-10
50,7.228349829802028e-08,59.3902587890625,5.713118866879086e-10
51,7.171218641133237e-08,59.3902587890625,4.2811478806470404e-09
52,6.743103853068533e-08,59.3902587890625,9.675602541392436e-10
53,6.646347827654608e-08,59.3902587890625,3.992909114458598e-09
54,6.247056916208749e-08,59.3902587890625,3.523396685523039e-09
55,5.894717247656445e-08,59.3902587890625,2.785444763730993e-09
56,5.6161727712833454e-08,59.3902587890625,2.0021602153974527e-09
57,5.4159567497436e-08,59.3902587890625,7.262958234832695e-09
58,4.6896609262603306e-08,59.3902587890625,4.83986895005728e-09
59,4.2056740312546026e-08,59.3902587890625,2.4544561938455445e-09
60,3.960228411870048e-08,59.3902587890625,7.123016843024743e-09
61,3.247926727567574e-08,59.3902587890625,2.084306061078678e-09
62,3.039496121459706e-08,59.3902587890625,5.172147155008133e-10
63,2.987774649909625e-08,59.3902587890625,6.555850973199995e-09
64,2.3321895525896252e-08,59.3902587890625,1.8635795129284816e-09
65,2.145831601296777e-08,59.3902587890625,2.6744189085547987e-09
66,1.8783897104412972e-08,59.3902587890625,1.6022934090642593e-09
67,1.7181603695348713e-08,59.3902587890625,3.9669743046033545e-08
68,-2.2488139350684833e-08,59.3902587890625,3.086275768282576e-08
69,-5.335089525715375e-08,59.3902587890625,1.1118217457806168e-10
70,-5.3462077431731814e-08,59.3902587890625,1.709326014065482e-08
71,-7.055533757238663e-08,59.3902587890625,3.0681448492941854e-09
72,-7.362348242168082e-08,59.3902587890625,4.4948258448584966e-08
73,-1.1857174087026578e-07,59.3902587890625,5.40798978931889e-08
74,-1.7265163876345468e-07,59.3902587890625,3.724858288478572e-08
75,-2.099002216482404e-07,59.3902587890625,9.671991563209303e-08
76,-3.0662013728033344e-07,59.3902587890625,0.0
